# time_[MJD]       half_width_[d]  count_rate    error       fracexp   
#
53294.22440330245  0.01008680556  4.14842e+00  3.86959e+00  0.05840
53294.24657922838  0.01009837963  3.47316e+00  4.52188e+00  0.03972
53294.26870885801  0.01004050926  7.85582e-01  5.03895e+00  0.03149
53294.29091950616  0.01006365741  7.66433e+00  3.21995e+00  0.06628
53294.31313594135  0.01011574074  7.85120e-01  2.70125e+00  0.09096
53294.33549705245  0.01030092593  1.82486e+00  2.45066e+00  0.11108
53294.35765561727  0.01016782407  -4.83885e-01  2.37792e+00  0.11528
53294.37972737653  0.01006365741  2.82562e+00  2.18818e+00  0.13464
53294.40098895061  0.00916087963  1.80122e+00  1.87541e+00  0.19145
53294.42341950616  0.00928819444  -7.66171e-01  1.98826e+00  0.17535
53294.44661395060  0.01017939815  1.74788e+00  1.90073e+00  0.17286
53294.46883617283  0.01008680556  1.93277e+00  2.18674e+00  0.13322
53294.49097737652  0.01006365741  1.98155e+00  2.71676e+00  0.09935
53294.51308385801  0.00999421296  -3.81426e+00  2.34156e+00  0.13525
53294.53545654319  0.01007523148  1.85850e+00  1.93322e+00  0.18135
53294.55677598764  0.00920717593  -1.03848e+00  1.70019e+00  0.23382
53294.57976209875  0.00990162037  3.10825e+00  1.62084e+00  0.24602
53294.60141140431  0.00923611111  1.72937e+00  1.67366e+00  0.24410
53294.62373200616  0.00924189815  -2.31855e+00  1.46619e+00  0.31797
53294.64604682097  0.00926504630  2.09936e+00  1.44046e+00  0.32870
53294.66836163578  0.00927662037  3.24833e+00  1.55169e+00  0.29333
53294.69067645060  0.00928819444  4.85073e+00  1.73007e+00  0.24115
53294.72210006171  0.01840856481  8.85758e-01  1.43751e+00  0.18450
53294.75663709875  0.01036458333  -2.28542e+00  1.70074e+00  0.23155
53294.77781765431  0.00924189815  -5.00532e-01  1.53579e+00  0.29684
53294.80015561727  0.00928819444  -2.01178e-01  1.49851e+00  0.31266
53294.82244728394  0.00928819444  -5.17975e-01  1.44182e+00  0.32817
53294.84466950616  0.00921875000  1.23990e+00  1.45692e+00  0.32323
53294.86781765430  0.01008680556  2.11886e+00  1.61048e+00  0.25023
53294.89018455245  0.01026620370  -1.10009e-01  1.58781e+00  0.25694
53294.91229682097  0.01008680556  2.50283e+00  1.68489e+00  0.24421
53294.93477367282  0.01039930556  5.69255e+00  1.64343e+00  0.24172
53294.95694959875  0.01027199074  -1.22186e+00  1.91204e+00  0.18608
53294.98403871912  0.01519675926  1.09198e+00  1.84101e+00  0.14176
53295.01036973764  0.00929398148  -3.82237e-01  2.29681e+00  0.16822
53295.03262089504  0.00924189815  -6.02351e-02  2.18566e+00  0.17936
53295.05579797838  0.01012731481  -1.24847e+00  2.06066e+00  0.18123
53295.07804913579  0.01008680556  5.73087e-01  2.06706e+00  0.18759
53295.10499358023  0.01485532407  9.40461e-01  1.88589e+00  0.13255
53295.13190330246  0.01030671296  2.70862e-01  2.34244e+00  0.12286
53295.15382459875  0.01005208333  -1.10210e+00  2.35881e+00  0.11939
53295.17534080245  0.00928819444  1.90617e+00  2.61239e+00  0.11289
53295.19850052468  0.01015625000  5.47862e-01  2.97456e+00  0.08787
53295.22074589504  0.01021412037  -7.35074e+00  5.28326e+00  0.03361
53295.24199589505  0.00929976852  -9.67378e-01  5.11153e+00  0.04835
53295.26516719134  0.01017939815  -3.38329e+00  3.71910e+00  0.05742
53295.28742413579  0.01026041667  8.64531e+00  3.22553e+00  0.06791
53295.30968686727  0.01034722222  2.99139e+00  3.02605e+00  0.07451
53295.33292182097  0.00928819444  6.32953e+00  5.27239e+00  0.02795
53295.35522506171  0.00927662037  1.45888e+00  5.23376e+00  0.02857
53295.44523084875  0.01023148148  -5.93952e+00  3.74018e+00  0.05370
53295.46722158949  0.01004629630  -2.67794e+00  3.22112e+00  0.07327
53295.48955376542  0.01008680556  5.62267e+00  3.08229e+00  0.08035
53295.51165445986  0.01002314815  -6.49385e-01  2.86324e+00  0.08543
53295.53388246912  0.01006365741  1.44781e+00  2.78913e+00  0.08536
53295.55596001542  0.00996527778  3.94429e+00  2.09943e+00  0.14852
53295.57839057097  0.01021990741  1.92810e+00  2.11889e+00  0.14217
53295.59972737652  0.00939236111  2.79609e-01  2.28486e+00  0.14064
53295.62191487653  0.00927662037  3.37964e+00  2.43103e+00  0.12642
53295.64513825616  0.01019675926  6.65300e+00  2.56455e+00  0.10330
53295.66732575616  0.01021990741  2.20718e+00  2.19869e+00  0.14017
53295.68935121912  0.01006944444  2.22617e+00  1.84453e+00  0.18528
53295.71086163579  0.00928819444  1.57473e+00  1.91108e+00  0.19886
53295.73396348764  0.01008680556  7.84528e+00  1.79911e+00  0.19734
53295.75627251541  0.01020833333  3.02591e+00  1.75599e+00  0.20555
53295.77857575616  0.01033564815  1.56254e+00  1.49993e+00  0.26679
53295.79977367282  0.00924189815  2.03355e+00  1.59009e+00  0.27039
53295.82760932097  0.01477430556  7.42010e-01  1.27269e+00  0.26452
53295.85438594134  0.01008101852  4.03813e+00  1.65767e+00  0.23079
53295.87589635801  0.00928819444  1.94540e+00  1.94072e+00  0.19158
53297.59996464504  0.00339120370  1.94540e+00  2.48518e+00  0.30237
53297.61560121912  0.01047453704  -4.13245e-01  1.39221e+00  0.31121
53297.63681070986  0.00920717593  -1.06960e-01  1.49460e+00  0.30685
53297.66034658949  0.01032407407  2.54644e+00  1.60925e+00  0.24746
53297.68225631171  0.01005787037  1.02837e-01  1.61510e+00  0.24699
53297.70532344134  0.01083333333  1.58859e+00  1.64689e+00  0.23879
53297.74438015430  0.01010995370  1.91723e+00  1.68143e+00  0.23582
53297.76667182097  0.01010995370  6.27161e-01  1.96132e+00  0.18476
53297.78898663579  0.01024884259  6.14903e+00  2.27579e+00  0.13939
53297.81003987653  0.00912615741  6.03494e-01  2.20339e+00  0.16991
53297.83249358023  0.00928819444  8.50447e-01  2.10861e+00  0.18058
53297.85558385801  0.01008680556  -1.24119e+00  1.98366e+00  0.19427
53297.87791024690  0.01023726852  2.77660e+00  2.00866e+00  0.19407
53297.90005723764  0.01019675926  2.85395e-01  2.15703e+00  0.14496
53297.92208270060  0.01004629630  7.29695e-01  2.26387e+00  0.13164
53297.94435700616  0.01014467593  5.65721e-01  2.39285e+00  0.11716
53297.96579219135  0.00928819444  4.51932e+00  2.62581e+00  0.11578
53297.99362783949  0.01484375000  5.19798e+00  2.56452e+00  0.08861
53298.02043918208  0.01018518519  -5.20355e+00  4.52216e+00  0.03882
53298.04251094134  0.01008101852  1.84419e+00  4.22215e+00  0.05420
53298.06399820986  0.00928819444  3.28862e+00  4.30635e+00  0.06342
53298.09177020060  0.01476851852  -1.32257e+00  2.60327e+00  0.07248
53298.11363941357  0.00272569444  1.72999e+00  2.98168e+00  0.27271
53298.12974473764  0.01027777778  1.28778e+00  1.50512e+00  0.28725
53298.14818802468  0.00367476852  3.18763e+00  7.55095e+00  0.03714
53298.16340793209  0.01034143519  4.64897e+00  4.45961e+00  0.03747
53298.18524242283  0.01000000000  1.14259e+01  4.59437e+00  0.03625
53298.20766140430  0.01011574074  -2.29196e+00  4.79422e+00  0.03346
53298.22912552467  0.00928819444  5.01332e-01  5.61499e+00  0.02726
53298.27432807097  0.01003472222  -2.23485e+00  3.47027e+00  0.06027
53298.29666603394  0.01019675926  3.41649e+00  2.97370e+00  0.07787
53298.31885932097  0.01008680556  3.33519e+00  2.82100e+00  0.08590
53298.34114520060  0.01019675926  8.78581e+00  2.58450e+00  0.09635
53298.36321695986  0.01010416667  -6.19897e-01  2.57490e+00  0.09608
53298.38546811727  0.01016782407  1.20765e+00  2.10199e+00  0.14513
53298.40767876542  0.01008680556  3.42984e+00  2.06382e+00  0.14925
53298.42977367283  0.01000578704  -5.09646e-01  2.16723e+00  0.14174
53298.45208848764  0.01001736111  2.29820e+00  2.26173e+00  0.13277
53298.47444959875  0.01008680556  3.88263e+00  2.44377e+00  0.10981
53298.49661395060  0.01007523148  3.51161e+00  2.15941e+00  0.14684
53298.51793339504  0.00910300926  1.23224e+00  1.88467e+00  0.20154
53298.54041024690  0.00927662037  1.05265e+00  1.84163e+00  0.20743
53298.56363362653  0.01020833333  5.65405e-01  1.72577e+00  0.20829
53298.58594265430  0.01032986111  8.77568e-01  1.72048e+00  0.20819
53298.60690330245  0.00911458333  3.92608e+00  1.60475e+00  0.27184
53298.62936858023  0.00928819444  3.39661e+00  1.58252e+00  0.28585
53298.65167182098  0.00928819444  3.56143e+00  1.58724e+00  0.28920
53298.67392876542  0.00924189815  3.00649e+00  1.67977e+00  0.25527
53298.69623200616  0.00924189815  3.18460e+00  1.91607e+00  0.20302
53298.72149820986  0.01020254630  1.54146e-01  1.84447e+00  0.20208
53298.74369728394  0.01008680556  -2.08423e-01  1.58543e+00  0.26483
53298.76597158949  0.01018518519  -1.72839e+00  1.54399e+00  0.28310
53298.78735469134  0.00928819444  -9.75772e-01  1.56378e+00  0.29450
53298.81561279319  0.01525462963  3.88714e+00  1.25062e+00  0.28130
53298.89788709875  0.06653356481  8.85986e-01  6.86619e-01  0.21682
53305.85456533949  0.01233217593  -1.68601e+00  5.53016e+00  0.02261
53305.88278871912  0.01258101852  2.09144e+00  2.09775e+00  0.11718
53305.91152714504  0.01329861111  -2.40358e+00  1.55642e+00  0.22316
53305.95641719134  0.01257523148  5.96930e-01  1.52817e+00  0.23912
53305.98418918208  0.01237268519  2.63443e+00  1.64804e+00  0.19203
53306.01239520060  0.01259259259  3.48293e+00  2.90840e+00  0.06849
53417.17367992282  0.00962962963  2.66420e+00  2.35775e+00  0.14093
53417.19780029319  0.01015046296  3.27212e+00  1.93747e+00  0.17886
53417.21990677468  0.01006944444  5.38351e-01  1.99724e+00  0.17267
53417.24208270060  0.01006944444  1.43857e+00  1.86980e+00  0.18323
53417.26446695986  0.01027777778  -6.07098e+00  2.34665e+00  0.12335
53417.28552598764  0.00916087963  1.18975e+00  2.52942e+00  0.12048
53417.30789867282  0.00924189815  2.50351e+00  2.50826e+00  0.12267
53417.33112205246  0.01016203704  2.93682e+00  2.63327e+00  0.10056
53417.36324589505  0.01998263889  3.74285e+00  2.24263e+00  0.07177
53417.39436858023  0.00914930556  1.07167e+01  5.11951e+00  0.03477
53417.41771348764  0.01019097222  1.05582e+00  4.11138e+00  0.04718
53417.43910237653  0.00928819444  5.24409e+00  3.68957e+00  0.06048
53417.46220422838  0.01008680556  1.67067e+00  3.39811e+00  0.06668
53417.48438594134  0.01009259259  3.31370e+00  3.44115e+00  0.06583
53417.50102945986  0.00354166667  -4.84561e+00  5.49791e+00  0.07177
53417.51677020060  0.01038194444  -3.02090e+00  3.19236e+00  0.07217
53417.53777135801  0.00920717593  3.74448e+00  3.30368e+00  0.07605
53417.56104682097  0.01007523148  -2.45709e+00  3.42147e+00  0.06503
53417.58320538579  0.01005787037  -3.16593e+00  4.11669e+00  0.04636
53417.60448432097  0.00916087963  -9.16938e+00  5.21763e+00  0.03345
53417.62704219134  0.00942708333  7.83154e-01  3.53086e+00  0.06867
53417.64911395060  0.00921875000  5.43669e+00  3.12650e+00  0.08939
53417.67141719134  0.00921875000  4.32205e+00  2.82425e+00  0.11916
53417.69456533949  0.01008680556  2.12806e+00  2.53565e+00  0.13885
53417.71682228393  0.01015625000  8.96448e-01  2.49472e+00  0.13277
53417.73899820986  0.01015625000  1.76079e+00  1.87792e+00  0.18617
53417.76017297838  0.00916666667  3.03714e+00  1.91761e+00  0.19926
53417.78253987653  0.00924189815  8.53524e-01  2.18399e+00  0.16607
53417.80488941356  0.00928819444  4.35993e+00  2.42811e+00  0.13135
53417.82809543208  0.01020254630  4.07666e+00  2.77815e+00  0.09619
53417.84921811727  0.00916087963  3.03491e+00  2.49993e+00  0.12691
53417.87244728394  0.01008680556  4.41323e+00  2.04527e+00  0.16481
53417.89464635801  0.01012152778  4.68313e+00  1.78810e+00  0.21263
53417.91695538579  0.01011574074  3.93060e+00  1.66940e+00  0.23537
53417.93841950616  0.00928819444  2.63576e+00  1.69730e+00  0.24982
53417.96068802468  0.00928819444  3.05382e-01  1.49438e+00  0.33189
53417.98300283949  0.00928819444  1.84820e+00  1.51217e+00  0.32394
53418.00619728393  0.01017939815  6.98296e-01  1.55709e+00  0.28015
53418.02840214505  0.01009259259  3.48049e-01  1.77102e+00  0.22630
53418.04988941357  0.00928819444  3.09433e+00  2.40698e+00  0.15734
53418.07410237653  0.00920717593  -2.57357e+00  2.01163e+00  0.19220
53418.09727945986  0.01008101852  4.72848e+00  1.69752e+00  0.23737
53418.11944381172  0.01008101852  2.41712e+00  1.55635e+00  0.27774
53418.14088478393  0.00921875000  3.05699e+00  1.64933e+00  0.27878
53418.16405608023  0.01009837963  2.22574e+00  1.49016e+00  0.30153
53418.18620307097  0.01008101852  -1.38854e-01  1.69739e+00  0.21860
53418.20741256171  0.00911458333  4.48740e-02  1.80028e+00  0.22483
53418.22988941357  0.00928819444  -2.01663e+00  1.78016e+00  0.22609
53418.25297969134  0.01008680556  -4.70815e+00  1.95073e+00  0.18603
53418.27518455245  0.01012731481  6.09700e-01  2.29650e+00  0.14015
53418.29731418208  0.01008101852  1.85769e-01  2.67203e+00  0.10951
53418.31951325616  0.01010416667  1.59950e+00  2.27870e+00  0.13386
53418.34191487652  0.01020254630  4.63485e+00  2.07452e+00  0.15636
53418.36414867282  0.01024884259  3.33947e+00  2.05013e+00  0.15891
53418.38630723764  0.01023148148  -1.78749e+00  2.01895e+00  0.16426
53418.40844265430  0.01020254630  3.30898e+00  2.64925e+00  0.10757
53418.43049126542  0.01007523148  5.63560e+00  2.73802e+00  0.10024
53418.45291024690  0.01019097222  -9.19206e-01  2.81565e+00  0.09992
53418.47514404319  0.01023726852  -1.59369e+00  3.01307e+00  0.08677
53418.50741256171  0.02034143519  4.27898e+00  2.52756e+00  0.06257
53418.53852367283  0.00914930556  -9.26709e+00  6.15630e+00  0.02653
53418.56185121912  0.01017361111  -3.13366e+00  5.37341e+00  0.03424
53418.58415445986  0.01018518519  -2.68291e+00  5.03582e+00  0.04135
53419.29477367282  0.00207754630  1.10187e+01  4.38458e+00  0.15795
53419.31164867282  0.01039930556  2.84524e+00  1.90243e+00  0.17176
53419.34227367282  0.01876736111  3.63821e+00  1.82994e+00  0.11436
53419.37144033949  0.00817708333  9.86536e-01  1.90464e+00  0.22799
53419.40012089504  0.01008680556  1.51959e+00  1.76879e+00  0.20729
53419.42225631171  0.01004629630  -2.65181e+00  2.15644e+00  0.14646
53419.44439172838  0.01000578704  5.39979e+00  2.53576e+00  0.10531
53422.33868570986  0.00263310185  6.50840e+00  3.76549e+00  0.17459
53422.35410237653  0.00948495370  1.35062e+00  1.95969e+00  0.17643
53422.37697853393  0.01018518519  6.86562e+00  2.49318e+00  0.11116
53422.39908501542  0.01011574074  -4.58194e-01  2.06859e+00  0.16314
53422.42036395060  0.00921875000  3.31753e+00  1.75078e+00  0.22881
53422.44352367282  0.01019097222  1.84023e+00  1.76782e+00  0.20287
53422.46554913578  0.01004050926  1.20859e+00  2.40653e+00  0.11445
53422.47787552467  0.00020254630  2.26363e+01  1.97599e+01  0.12422
53425.06520770060  0.01037037037  1.88705e+00  1.96528e+00  0.16081
53425.08710006171  0.01008680556  -2.40144e+00  2.48574e+00  0.11596
53425.10932228393  0.01012152778  2.76671e-01  2.13552e+00  0.15720
53425.13065330245  0.00928819444  1.40087e+00  1.82993e+00  0.21103
53425.15363941356  0.01008680556  1.48397e+00  1.80403e+00  0.20038
53425.17575746912  0.01001736111  -1.41824e+00  2.17160e+00  0.14324
53425.19796233023  0.01004629630  -9.41145e-01  2.49477e+00  0.11024
53428.14242992282  0.00927083333  7.55673e+00  3.95714e+00  0.04787
53428.16534658949  0.01003472222  3.34261e+00  2.65862e+00  0.09962
53428.18755145060  0.01006365741  6.30544e+00  2.59317e+00  0.10659
53431.22626672838  0.00358217593  4.67657e+00  6.62553e+00  0.05378
53431.25717529319  0.02593750000  9.99626e+00  2.39218e+00  0.05728
53431.29828640431  0.01212962963  3.81176e+00  1.52776e+00  0.23507
53431.32664288579  0.01236111111  2.37504e+00  1.23482e+00  0.34139
53431.35480839504  0.01234375000  -1.37867e+00  1.49612e+00  0.24429
53431.38322274690  0.01251736111  4.51898e+00  3.49404e+00  0.04624
53431.49659080245  0.00314236111  3.88744e+00  3.32215e+00  0.18580
53431.51205955246  0.01041666667  -3.14852e+00  1.88425e+00  0.17585
53431.54620885801  0.02166087963  2.01363e+00  1.66644e+00  0.11880
53431.57100631171  0.00262731481  3.73168e+00  4.58127e+00  0.12691
53431.60128408949  0.01019675926  2.04246e+00  1.85696e+00  0.19878
53431.62333270060  0.01006944444  2.30125e+00  2.16613e+00  0.14600
53431.64552598764  0.01008680556  4.17006e+00  2.48882e+00  0.11170
53434.70224473764  0.00304398148  1.35371e+00  3.58979e+00  0.17109
53434.71713478393  0.00971643519  2.27086e+00  2.04343e+00  0.16515
53434.74090793209  0.01008680556  2.70622e+00  2.46413e+00  0.11883
53434.76317645060  0.01017939815  -9.96068e-01  2.06668e+00  0.16912
53434.78444959875  0.00928819444  4.22674e-01  1.80993e+00  0.22185
53434.80748779319  0.01013888889  2.43193e-01  1.88543e+00  0.19508
53434.82961163579  0.01008680556  1.22731e-01  2.29784e+00  0.13570
53434.85180492282  0.01010416667  -2.14490e+00  2.45465e+00  0.11677
53437.03067645060  0.00947337963  5.05829e+00  2.05043e+00  0.16738
53437.05356996912  0.01020254630  -3.42060e+00  2.40625e+00  0.11634
53437.07565908949  0.01010416667  3.31701e+00  2.07770e+00  0.15890
53437.09700746912  0.00928819444  -1.46344e-01  1.77381e+00  0.22407
53437.12010932097  0.01020254630  1.34788e-01  1.90127e+00  0.18606
53437.13304913579  0.00095486111  1.68574e+01  2.32908e+01  0.02056
53439.98775978394  0.01006365741  2.09957e+00  2.06954e+00  0.15965
53440.00994728394  0.01008680556  1.01102e-01  2.38783e+00  0.11865
53440.03220422838  0.01015625000  6.75585e+00  2.10711e+00  0.15692
53440.05350052468  0.00928819444  2.62620e+00  1.81362e+00  0.21798
53440.07659080246  0.01020254630  2.24652e+00  1.87177e+00  0.19587
53440.09863941356  0.01007523148  1.83860e+00  2.21461e+00  0.14208
53440.12086163578  0.01012152778  5.61751e+00  2.57301e+00  0.10583
53440.39218686727  0.01190972222  2.94119e+00  3.00219e+00  0.07152
53440.41683385801  0.01092013889  6.24390e+00  2.35040e+00  0.11707
53440.44348316357  0.01192129630  5.99658e+00  1.86201e+00  0.15981
53440.46909658949  0.01188657407  2.63953e+00  1.63987e+00  0.21329
53440.49385932097  0.01100115741  3.18611e+00  1.50216e+00  0.25970
53440.51947274690  0.01095486111  6.22937e+00  1.41641e+00  0.31139
53440.54596580246  0.01181134259  8.03708e+00  1.47851e+00  0.26799
53440.57159658949  0.01178240741  5.95933e+00  1.51063e+00  0.24725
53440.59630145061  0.01085069444  4.30559e+00  1.67743e+00  0.20636
53440.62299126542  0.01189236111  4.05044e+00  1.75690e+00  0.17320
53440.64865098764  0.01191550926  2.08284e+00  1.97029e+00  0.14168
53440.67333848764  0.01095486111  5.30047e+00  2.64671e+00  0.10255
53440.69993570986  0.01189236111  -2.34256e+00  3.03742e+00  0.06094
53440.72548547838  0.01179398148  1.13451e+01  4.91491e+00  0.03037
53441.18604682097  0.01100115741  9.81322e-01  5.03048e+00  0.03054
53441.21170075615  0.01101851852  -3.44943e-01  3.24964e+00  0.06686
53441.23822853393  0.01190972222  -6.91682e-01  2.30413e+00  0.10850
53441.26388246912  0.01192708333  3.19344e+00  1.99111e+00  0.14380
53441.29004566356  0.01244212963  -8.75834e-01  1.73698e+00  0.16846
53441.33281186727  0.01194444444  8.13935e-01  1.66769e+00  0.19751
53441.35839635801  0.01188078704  2.26138e+00  1.51527e+00  0.23398
53441.38410237653  0.01193865741  2.10279e+00  1.57407e+00  0.22748
53441.40873200616  0.01092013889  5.02291e+00  1.69959e+00  0.22270
53441.43538131171  0.01193287037  6.42530e+00  1.74077e+00  0.18701
53441.46009774690  0.01100115741  4.57529e+00  2.12062e+00  0.14748
53441.48666024690  0.01190393519  4.95045e+00  2.60035e+00  0.09138
53441.51229103393  0.01188657407  4.97529e+00  4.01185e+00  0.04225
53442.02009774690  0.00696180556  -4.28144e+00  4.34407e+00  0.06258
53442.04965793208  0.01087384259  -2.99412e-01  2.49697e+00  0.10940
53442.07635932097  0.01192708333  1.14722e+00  2.13740e+00  0.13821
53442.10190330246  0.01182291667  -4.97775e-01  1.99229e+00  0.16179
53442.12692645060  0.01119791667  1.09545e+00  1.98069e+00  0.16360
53442.15319959875  0.01182291667  1.14837e+00  1.85147e+00  0.17118
53442.17877251541  0.01174768519  2.74904e+00  2.09320e+00  0.13752
53442.20471001542  0.01203703704  4.17451e+00  2.23919e+00  0.11833
53442.23023663578  0.01191550926  -1.82453e+00  2.59544e+00  0.08831
53442.25495885801  0.01098958333  3.79361e+00  3.38209e+00  0.05887
53444.16484890431  0.00314814815  7.59493e-01  3.37449e+00  0.18376
53444.17907922838  0.00919560185  9.55559e-01  2.02446e+00  0.17739
53444.20225052468  0.01019097222  5.43344e+00  2.29799e+00  0.12432
53444.22419496912  0.00995949074  1.10955e+00  2.03967e+00  0.16885
53444.24564172838  0.00924189815  -1.67254e+00  1.71620e+00  0.23558
53444.26877251542  0.01018518519  6.50538e-01  1.78764e+00  0.20122
53444.29960584875  0.01884259259  -1.19023e+00  1.59735e+00  0.13743
53444.33082112652  0.01025462963  -1.92717e-01  2.39898e+00  0.11433
53444.67736626542  0.01100115741  4.68568e+00  4.16383e+00  0.03849
53444.70298547838  0.01098379630  4.15685e-01  3.22982e+00  0.06497
53444.72948432097  0.01182291667  3.87457e+00  2.44192e+00  0.09286
53444.75424705246  0.01092592593  1.77072e-01  2.33082e+00  0.10897
53444.78078061727  0.01182291667  3.23680e+00  2.28782e+00  0.11173
53444.80643455245  0.01181712963  1.14382e-01  2.45145e+00  0.11013
53444.83226788579  0.01200231481  6.68216e+00  2.73391e+00  0.09024
53444.85690330245  0.01100115741  5.40551e+00  3.35406e+00  0.06394
53444.88337320986  0.01182291667  -2.13919e+00  5.17794e+00  0.02672
53446.23936279320  0.01172453704  -9.02083e-01  5.00093e+00  0.02877
53446.26510932097  0.01182291667  -9.56696e-01  3.74547e+00  0.04917
53446.28769612653  0.00877314815  -3.99436e+00  3.78555e+00  0.06058
53446.31641719134  0.01182291667  2.31651e+00  3.15278e+00  0.06072
53446.34115677467  0.01092592593  -4.79548e-02  3.63784e+00  0.05453
53446.36770191356  0.01182291667  3.25340e+00  4.11360e+00  0.03880
53446.75222158949  0.00321759259  7.29591e-01  4.02149e+00  0.12307
53446.76792182097  0.01037615741  5.10323e+00  1.97812e+00  0.17215
53446.79002830245  0.01016782407  3.18459e+00  2.35450e+00  0.12216
53446.81218686727  0.01015046296  1.13800e-01  2.03735e+00  0.17045
53446.83440330246  0.01019097222  -2.39400e+00  1.68097e+00  0.22824
53446.85656765431  0.01017939815  -8.73678e-01  1.82041e+00  0.19864
53446.87865098764  0.01008680556  8.53387e-02  2.16029e+00  0.14474
53446.90079797838  0.01005787037  4.19657e+00  2.51088e+00  0.11016
53447.81784080245  0.00263310185  -2.49458e+00  5.19169e+00  0.09491
53447.83418339505  0.01038773148  2.49656e+00  2.64077e+00  0.09346
53447.85604103393  0.01005787037  2.79433e+00  2.61372e+00  0.09915
53447.87825168209  0.01008101852  -4.73608e+00  2.02560e+00  0.15678
53447.90038131172  0.01004629630  1.37519e+00  2.09311e+00  0.15225
53447.92167182097  0.00914930556  -3.46425e+00  2.18894e+00  0.14887
53447.94501672838  0.01020254630  2.48596e+00  2.42333e+00  0.11858
53447.96700746912  0.01001736111  -6.03915e-01  2.93794e+00  0.09341
53447.98928177467  0.01011574074  -1.66156e+00  2.42827e+00  0.12534
53448.01144612653  0.01010416667  2.73910e+00  2.03111e+00  0.17041
53448.03288709875  0.00924189815  -8.60313e-02  1.83947e+00  0.20637
53448.05601209875  0.01007523148  2.66167e+00  1.79829e+00  0.21554
53448.07820538578  0.01008101852  -1.95690e+00  1.71150e+00  0.22437
53448.09941487653  0.00911458333  -1.98840e+00  1.62162e+00  0.28452
53448.12188015431  0.00928819444  3.90130e-01  1.58609e+00  0.28735
53448.14240677468  0.00751157407  2.64430e-01  1.90177e+00  0.25826
53448.16737783949  0.01029513889  2.67036e+00  1.85590e+00  0.22061
53448.18859311727  0.00921875000  -4.51283e-01  2.27693e+00  0.16266
53448.21387089504  0.01019097222  -1.39698e+00  1.85505e+00  0.21058
53448.23521348764  0.00921875000  1.72715e+00  1.63283e+00  0.26831
53448.25842529319  0.01013888889  2.33233e+00  1.42629e+00  0.31296
53448.27987783949  0.00928819444  1.33240e+00  1.47618e+00  0.31727
53448.30210006172  0.00921875000  1.25922e-01  1.44854e+00  0.32998
53448.32524820986  0.01008680556  3.32215e+00  1.55804e+00  0.24929
53448.34742992283  0.01009259259  -1.05122e+00  1.65541e+00  0.23337
53448.36891719134  0.00928819444  7.55375e-01  1.61253e+00  0.25267
53448.40572853394  0.02380787037  3.70191e+00  1.16971e+00  0.19514
53448.44149242283  0.01013888889  1.06789e+00  1.96723e+00  0.17072
53448.46360469134  0.01007523148  5.97155e+00  2.35163e+00  0.12362
53448.48541603394  0.00971064815  3.21590e+00  2.07133e+00  0.15129
53448.50809543208  0.01008680556  3.04253e+00  2.07830e+00  0.17056
53448.98970422838  0.01008680556  2.17272e+00  2.47348e+00  0.10913
53449.01108154319  0.00929976852  5.01623e+00  2.18911e+00  0.16094
53449.03325168209  0.00929398148  1.41078e-01  1.73824e+00  0.22701
53449.05633617283  0.01019097222  1.29452e+00  1.85827e+00  0.18727
53449.07838478393  0.01006365741  -1.40729e+00  2.15481e+00  0.13849
53449.10057228393  0.01007523148  4.75157e+00  2.55099e+00  0.10309
53449.11685700616  0.00243634259  3.64161e+00  3.05362e+00  0.29309
53449.13334427468  0.01037037037  1.58614e+00  1.49632e+00  0.28598
53449.15426441356  0.00911458333  2.47370e+00  1.75378e+00  0.22202
53449.17674126542  0.00928819444  2.72656e+00  1.80901e+00  0.20586
53449.19988941356  0.01015625000  3.82607e+00  1.68281e+00  0.21538
53449.22090793208  0.00899884259  3.21992e-01  2.12674e+00  0.16700
53449.24439172838  0.01019097222  -1.81643e+00  2.33188e+00  0.12578
53449.26662552467  0.01024884259  -3.63208e+00  2.73847e+00  0.09177
53449.28866256171  0.01010995370  1.44378e+00  2.31529e+00  0.12115
53449.31093108023  0.01008680556  4.49665e+00  2.08991e+00  0.14518
53449.33305492283  0.01004629630  1.18139e+00  2.01309e+00  0.15524
53449.35526557097  0.01006944444  -1.99387e-01  1.91200e+00  0.16502
53449.37743570986  0.01007523148  -1.99387e-01  2.38486e+00  0.11464
53449.39985469134  0.01030671296  2.32268e+00  2.57317e+00  0.09993
53449.42174705245  0.01003472222  3.23478e+00  2.74585e+00  0.09296
53449.44404450616  0.01013310185  1.99715e+00  3.11070e+00  0.07441
53449.46636510801  0.01028935185  -2.24072e+00  3.61233e+00  0.05929
53449.51067645061  0.01013310185  4.62584e+00  5.46236e+00  0.02879
53449.53212320986  0.00928819444  -1.05449e+01  5.73480e+00  0.04126
53449.55533501542  0.01019675926  1.82426e+00  4.56118e+00  0.04339
53449.57650978393  0.00920717593  2.81302e+00  4.22597e+00  0.05037
53449.60087320986  0.00927662037  2.48468e+00  5.23813e+00  0.03131
53449.62321117282  0.00928819444  -7.69676e+00  5.23464e+00  0.03149
53449.64543339505  0.00921875000  -1.07256e+01  5.26251e+00  0.03178
53449.66773663578  0.00921875000  7.34825e+00  5.82931e+00  0.02655
53449.69090793208  0.01008680556  1.42956e+01  6.82155e+00  0.01740
53449.71325168209  0.01025462963  -8.52023e+00  3.79726e+00  0.05228
