52698.17273,3.15E-01
52698.2036,-1.13E-01
52698.23051,9.29E-01
52698.25825,-1.73E+00
52698.28488,-8.75E-01
52698.31171,-5.65E-01
52698.33773,-5.21E+00
52698.36551,3.06E+00
52698.39102,-8.30E-01
52698.41818,4.71E+00
52698.47149,1.94E+00
52698.49865,2.06E+00
52698.52295,6.92E-01
52698.55187,8.34E-01
52698.57851,8.01E-01
52698.6061,-2.85E+00
52698.63198,2.69E+00
52698.65867,-2.77E+00
52698.9799,9.45E+00
52699.00671,-2.55E+00
52699.03348,1.27E+01
52699.06025,-2.21E-01
52699.08685,5.03E+00
52699.11357,3.26E+00
52699.14031,2.01E+00
52699.16711,1.82E+00
52699.22146,-4.99E-01
52699.24804,-4.29E+00
52699.27385,6.86E+00
52699.30077,1.63E-01
52699.32854,3.78E+00
52699.35542,-1.77E-01
52699.38109,2.17E+00
52699.40808,3.21E+00
52699.43491,7.18E-01
52699.46168,1.24E+01
52699.4894,2.58E+00
52699.53366,5.02E+00
52699.56641,2.99E+00
52699.59808,-9.57E-01
52699.62483,5.98E+00
52699.65088,7.84E+00
52699.67852,2.87E-01
52699.70453,2.27E+00
52699.73128,-1.93E+00
52699.78555,2.50E+00
52699.81146,8.48E+00
52699.87871,4.56E+00
52699.96196,4.56E+00
52700.30298,-1.33E+01
52700.33061,-1.16E+01
52710.30575,-1.06E+00
52710.33371,2.03E+00
52710.36148,4.51E+00
52710.38937,-9.32E-01
52710.43568,9.03E-01
52718.47628,-1.88E+01
52719.12308,3.90E+00
52719.14962,2.05E+01
52719.2167,4.56E+00
52719.23755,1.26E+01
52719.45939,-1.65E+01
52719.48156,-1.23E+01
52719.50462,4.46E+00
52719.56998,1.43E+00
52719.59219,4.44E+00
52719.61534,1.60E+00
52719.63648,2.21E+00
52719.8136,2.45E+00
52719.83577,-1.37E+01
52719.85883,1.48E+00
52719.88018,7.39E+00
52719.90329,1.26E+01
52719.92403,1.73E+00
52719.94734,4.54E+00
52719.96944,1.75E+00
52719.99161,5.34E+00
52720.01376,-1.36E+01
52720.03616,1.96E+00
52720.14686,4.61E+00
52720.16881,-7.16E-01
52720.21247,-5.81E-02
52720.2347,6.16E+00
52720.25691,4.43E+00
52720.27914,-5.18E+00
52720.30098,-6.23E-01
52720.32412,1.10E+00
52720.34526,6.04E-01
52720.36859,3.40E+00
52720.39084,3.27E+00
52720.41293,-4.34E-01
52720.52463,4.77E-01
52720.55075,-2.07E+00
52720.57311,5.70E+00
52720.5962,5.73E-01
52720.61838,3.13E+00
52720.6397,-2.26E-01
52720.66196,-2.74E+00
52720.68481,9.34E-01
52720.70671,3.08E+00
52720.7291,-9.31E-02
52720.75117,1.32E+00
52720.7736,3.66E-01
52720.80057,8.09E-01
52720.82887,5.81E-02
52720.85198,2.25E-01
52720.87333,-5.99E+00
52720.89514,-9.01E-01
52720.91826,-1.01E+00
52720.94024,-2.40E+00
52722.42328,6.22E+00
52722.45119,1.56E+00
52722.47892,1.63E+00
52722.50681,2.14E+00
52722.5345,-1.92E+00
52722.56257,-6.25E+00
52728.76316,1.05E+00
52728.78435,2.74E+00
52728.80749,-1.09E+00
52728.97846,-9.38E+00
52729.00073,-7.75E-01
52729.02213,6.21E-01
52729.04526,6.01E+00
52729.06658,4.34E+00
52729.10152,1.85E+00
52729.13486,1.29E+00
52729.1495,-1.25E+00
52729.20074,2.09E+00
52729.33545,4.62E+00
52729.35659,1.01E+01
52729.37994,3.23E+00
52729.41972,9.78E-01
52729.44207,4.00E-02
52729.4652,1.84E+00
52729.49242,2.79E+00
52729.5188,-2.10E+00
52729.54115,3.15E+00
52729.56355,4.74E+00
52729.58666,-1.98E+00
52729.60881,2.28E+00
52729.80751,-1.43E-02
52729.82982,2.80E+00
52729.85184,1.31E+00
52729.87327,-6.77E-01
52729.89566,-8.68E-01
52729.91801,3.33E+00
52729.94035,-1.03E+00
52729.96359,-3.68E+00
52729.98567,4.66E+00
52730.00716,-4.00E+00
52730.02959,2.93E+00
52730.14131,6.19E+00
52730.16367,1.66E+00
52730.18696,2.69E+00
52730.20904,-4.62E+00
52730.23125,-5.51E-01
52730.25278,-7.04E-01
52730.27512,-1.08E+00
52730.29747,2.60E+00
52730.32068,1.36E-01
52730.34277,-4.25E-01
52730.36429,1.96E+00
52730.38658,1.50E-01
52730.40977,4.03E+00
52730.43697,-3.14E-01
52730.50866,5.81E+00
52730.53035,2.46E+00
52730.55192,-1.12E+00
52730.57531,1.02E+00
52732.32835,7.45E+00
52732.3372,-2.66E+00
52732.35327,1.24E+00
52732.37637,-2.70E+00
52732.42547,2.76E+00
52732.43902,1.19E+00
52732.47229,-9.30E-01
52735.95541,4.24E+00
52735.98326,5.28E+00
52736.00938,5.69E+00
52736.03631,4.51E+00
52736.06412,7.04E-01
52736.09083,3.12E+00
52736.11695,3.61E+00
52736.14462,-6.94E-01
52736.17054,2.66E+00
52736.1976,2.35E+00
52736.22447,-5.11E-01
52736.25144,2.80E+00
52736.27836,2.03E+00
52736.30529,-1.24E+00
52736.33216,4.99E+00
52736.35918,7.83E+00
52736.38687,2.24E+00
52736.41866,3.79E+00
52736.45066,6.90E+00
52736.47659,-2.80E-01
52736.50352,-3.97E-01
